Nombre,Circunscripción Territorial,Partido,Correo,Oficina,Teléfono,Facebook,Twitter,Youtube,Instagram
Irma Luz Herrera Rodríguez,Bogotá,MIRA,irma.herrera@camara.gov.co,310 - 312 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3501 - 3502,https://www.facebook.com/IrmaLuzHerrera?mibextid=LQQJ4d,https://twitter.com/irmalherrera?s=11&t=2dQ__y_7tF26aecPuVOX-Q,,https://www.instagram.com/irluzhero/?hl=es
Jaime Rodríguez Contreras,Meta,Cambio Radical,jaime.rodriguez@camara.gov.co,614 - 615 - Edificio Nuevo Congreso ,+(57) (601) 8770720 Ext: 3078 - 3079 - 3080,,,,
Jaime Raúl Salamanca Torres,Boyacá,Partido Alianza Verde,jaime.salamanca@camara.gov.co,Sótano - Capitolio Nacional,+(57) (601) 8770720 Ext: 3573 - 3774,https://www.facebook.com/JaimeRaulST,https://twitter.com/JaimeRaulSt,https://www.youtube.com/@J7912,
Jairo Reinaldo Cala Suárez,Santander,Partido Comunes,jairo.cala@camara.gov.co,643B - 706 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3832 - 3833,,,,
Jairo Humberto Cristo Correa,Norte de Santander,Cambio Radical,jairo.cristo@camara.gov.co,207B - Edificio Nuevo del Congreso ,(57+1) 3904050 ext: 3250 - 3251,,,,
James Hermenegildo Mosquera Torres,Circ. Trans. Esp. de Paz (CITREP),Consejo Comunitario Mayor de Novita (Cocoman),james.mosquera@camara.gov.co,501 - 501B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3472,https://www.facebook.com/profile.php?id=100083772753977&mibextid=LQQJ4d,https://twitter.com/jamesmosquerat/status/1625202668544094208?s=48&t=Io-QO2onw21ARFdrdfSFgA,,https://www.instagram.com/jamesmosquerat/?igshid=YmMyMTA2M2Y%3D
Javier Alexander Sánchez Reyes,Vichada,Cambio Radical,javier.sanchez@camara.gov.co,348B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4129 - 4130,https://www.facebook.com/people/Javier-S%C3%A1nchez/100076687687683/,https://twitter.com/javiersikuani,,
Jennifer Dalley Pedraza Sandoval,Bogotá,Coalición Centro Esperanza,jennifer.pedraza@camara.gov.co,611 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3838 - 3839,,,,
Jezmi Lizeth Barraza Arraut,Atlántico,Partido Liberal,jezmi.barraza@camara.gov.co,515 - 516 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3506 - 3510,https://www.facebook.com/jezmibarraza107,https://x.com/JezBarraza?s=20,https://youtube.com/@jezmibarraza4563?si=fsb4RxMRj8AhafBb,https://www.instagram.com/jezmibarraza?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
Jhoany Carlos Alberto Palacios Mosquera,Chocó,Partido Liberal,jhoany.palacios@camara.gov.co,508 - 511 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3486,https://www.facebook.com/hoyesdomingo13?mibextid=LQQJ4d,,,https://instagram.com/jhoany_palaciosm?igshid=OGQ5ZDc2ODk2ZA==
Jhon Fredy Núñez Ramos,Circ. Trans. Esp. de Paz (CITREP),Fundación Igualdad social,jhon.nunez@camara.gov.co,439B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3492 - 3493,,,,
Jhon Fredi Valencia Caicedo,Circ. Trans. Esp. de Paz (CITREP),Consejo Comunitario los Andes,jhon.valencia@camara.gov.co,543B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3102,https://www.facebook.com/JhonFrediValenciaOficial,https://twitter.com/JhonFrediValenc?t=QxmBVDGkAobFXJGPd4EYrQ&s=09,,https://www.instagram.com/jhon_fredi_valencia/?igshid=YmMyMTA2M2Y%3D
Jhon Jairo Berrio López,Antioquia,Centro Democrático,jhon.berrio@camara.gov.co,403 - Edificio Nuevo del Congreso  ,+(57) (601) 8770720 Ext: 3649 - 3650,https://www.facebook.com/JJBerrioL?mibextid=LQQJ4d,https://x.com/jberriolopez?s=21,,https://instagram.com/jhonjairoberriolopez?igshid=MzRlODBiNWFlZA==
John Jairo González Agudelo,Circ. Trans. Esp. de Paz (CITREP),Asociación de Desplazados del Municipio de Briceño,john.gonzalez@camara.gov.co,417 - 418 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3452 - 3453,https://www.facebook.com/jhonjairo.gonzalezagudelo/,https://twitter.com/jhhojar?lang=es,,https://www.instagram.com/johnjairogonzalez1/
John Edgar Pérez Rojas,Quindío,Cambio Radical,john.perez@camara.gov.co,538B - 539B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3595 - 4132,,,,
Jorge Hernán Bastidas Rosero,Cauca,Coalición Pacto Histórico,jorge.bastidas@camara.gov.co,701B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3724 - 3725,https://www.facebook.com/JorgeBastidasRosero,https://twitter.com/Jorge_BastidasR,https://www.youtube.com/@jorgebastidasr1,https://www.instagram.com/jorgebastidasr/
Jorge Andrés Cancimance López,Putumayo,Coalición Pacto Histórico,andres.cancimance@camara.gov.co,649B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4096 - 4097,,,,
Jorge Alberto Cerchiaro Figueroa,La Guajira,Partido Colombia Renaciente,jorge.cerchiaro@camara.gov.co,Piso 3 - 305 - Capitolio Nacional,(57) (601) 3904050 Ext: 5346 - 5495,https://www.facebook.com/JorgeCercharOficial?mibextid=LQQJ4d,https://twitter.com/jorgecercharf?s=21&t=hZtst3KLV-5kP1GcIHkJOA,,https://instagram.com/jorgecercharf?igshid=YmMyMTA2M2Y=
Jorge Alejandro Ocampo Giraldo,Valle del Cauca,Coalición Pacto Histórico,jorge.ocampo@camara.gov.co,Piso 3 - Capitolio Nacional,+(57) (601) 8770720 Ext: 5301 - 5302,https://www.facebook.com/AlejoOcampoGiraldo?mibextid=ZbWKwL,https://twitter.com/alejoocampog,,https://instagram.com/alejoocampog?igshid=YmMyMTA2M2Y=
Jorge Alexander Quevedo Herrera,Guaviare,Partido Conservador Colombiano,jorge.quevedo@camara.gov.co,317 - 318 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3513 - 3517,,,,
Jorge Eliécer Tamayo Marulanda,Valle del Cauca,Partido de la U,jorge.tamayo@camara.gov.co,415B - 416B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4477 - 4479,https://www.facebook.com/RepJorgeTamayo?mibextid=ZbWKwL,https://twitter.com/JorgeTamayoU,,https://www.instagram.com/jorgetamayou/?hl=es-la
Jorge Rodrigo Tovar Vélez,Circ. Trans. Esp. de Paz (CITREP),Asociación Paz es vida (Pa-Vida),jorge.tovar@camara.gov.co,430B - 431B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3475 - 3476,https://www.facebook.com/jorgerodrigotovar?mibextid=LQQJ4d,https://twitter.com/jorgerodrigotv?s=11&t=hl4zXT5On6XkyVZM17wGXw,,https://instagram.com/jorgerodrigotv?igshid=YmMyMTA2M2Y=
José Octavio Cardona León,Caldas,Partido Liberal,jose.cardona@camara.gov.co,521B - 522B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3722 - 3723,https://www.facebook.com/OctavioCardonaLeon?mibextid=LQQJ4d,https://twitter.com/jcardonaleon?s=21&t=WD6j1HL51MUeENQiMIy3CQ,,https://instagram.com/octaviocardonal?igshid=YmMyMTA2M2Y=
José Alejandro Martínez Sánchez,Tolima,Partido Conservador Colombiano,alejandro.martinez@camara.gov.co,434B - 436B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3485 - 3331,https://es-la.facebook.com/alejandromartinez.tol/,,,
José Eliécer Salazar López,Cesar,Partido de la U,jose.salazar@camara.gov.co,603B - 604B - Edificio Nuevo Congreso ,+(57) (601) 8770720 Ext: 3632 - 3636,,,,https://instagram.com/eliecersalazaroficial?igshid=OGQ5ZDc2ODk2ZA==
José Jaime Uscátegui Pastrana,Bogotá,Centro Democrático,jose.uscategui@camara.gov.co,Piso 3 - Capitolio Nacional ,+(57) (601) 8770720 Ext: 5308 - 5310,https://www.facebook.com/jjuscategui?mibextid=LQQJ4d,https://twitter.com/jjuscategui?s=21&t=U39Klzk1IuuSWl_glPv7kA,,https://instagram.com/jjuscategui?igshid=YmMyMTA2M2Y=
Juan Manuel Cortés Dueñas,Santander,Ninguno,juan.cortes@camara.gov.co,Piso 1 - Capitolio Nacional,+(57) (601) 8770720 Ext: 3050 - 3051,https://www.facebook.com/juanmanuelcortesd?mibextid=LQQJ4d,https://twitter.com/juanmcortesd?lang=es,,https://instagram.com/juanmanuelcortesd?igshid=YmMyMTA2M2Y=
Juan Felipe Corzo Álvarez,Norte de Santander,Centro Democrático,juan.corzo@camara.gov.co,510B - 512B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3823,https://www.facebook.com/SoyPipeCorzo?mibextid=ZbWKwL,https://twitter.com/juanfelipecorzo?t=tqcuW-8plaR4UJIFo3Ev4Q&s=09,,https://instagram.com/juanfelipecorzoalvarez?igshid=YmMyMTA2M2Y=
Juan Fernando Espinal Ramírez,Antioquia,Centro Democrático,juan.espinal@camara.gov.co,535 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 5335 - 5393 - 5432 - 5229,https://www.facebook.com/JuanEspinalR/,,https://youtube.com/channel/UC7mbJY5GHrH5Jv0hV1zvKuA,https://instagram.com/juan_espinalr?utm_medium=copy_link
Juan Sebastián Gómez Gonzáles,Caldas,Partido Nuevo Liberalismo,juan.gomez@camara.gov.co,314B - 321B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3482,,https://twitter.com/jua11se?s=11&t=S-rjtwMGUcy1_6aXTaDCXQ,,https://instagram.com/jua11se?igshid=MzRlODBiNWFlZA==
Juan Loreto Gómez Soto,La Guajira,Partido Conservador Colombiano,juanl.gomez@camara.gov.co,Mezanine Sur 102 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4467 - 4468,,,,
Juan Camilo Londoño Barrera,Antioquia,Partido Alianza Verde,juan.londono@camara.gov.co,623B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3614 - 3615,https://www.facebook.com/CamiloLondonoB?mibextid=LQQJ4d,https://twitter.com/camilolondono13?s=21&t=YGQoLqyvETG3mgsmOyPlQg,,https://instagram.com/camilolondono13?igshid=YmMyMTA2M2Y=
Juan Carlos Lozada Vargas,Bogotá,Partido Liberal,juan.lozada@camara.gov.co,Piso 2 - Capitolio Nacional,+(57) (601) 8770720 Ext:: 5273,,,,
Juan Carlos Vargas Soler,Circ. Trans. Esp. de Paz (CITREP),Asociación de Productores de Cacao (Aprocasur),juan.vargas@camara.gov.co,213B - 214B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3260 - 3261,,,,
Juan Carlos Wills Ospina,Bogotá,Partido Conservador Colombiano,juan.wills@camara.gov.co,Piso 1 - Capitolio Nacional,+(57) (601) 8770720 Ext: 5352 - 5399,https://www.facebook.com/JuanCWills,https://twitter.com/juanchowills,https://www.youtube.com/@juancarloswillsospina7397,https://www.instagram.com/juanchowills
Juan Daniel Peñuela Calvache,Nariño,Partido Conservador Colombiano,juan.penuela@camara.gov.co,315B - 316B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3347 - 3348,,,,
Juan Pablo Salazar Rivera,Circ. Trans. Esp. de Paz (CITREP),ASOINTEC,juan.salazar@camara.gov.co,424B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4163,https://www.facebook.com/juanpabloszar/,https://twitter.com/juanpablorepre,,https://www.instagram.com/juanpablorepre/?igshid=MzMyNGUyNmU2YQ%3D%3D
Juana Carolina Londoño Jaramillo,Caldas,Partido Conservador Colombiano,juana.londono@camara.gov.co,Mezanine Sur Of 104 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 5090 - 5091,,,,
Julia Miranda Londoño,Bogotá,Partido Nuevo Liberalismo,julia.miranda@camara.gov.co,417B - 418B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3642 - 3645,https://www.facebook.com/JuliaMirandaLondono,https://twitter.com/JuliaMirandaLo,,https://www.instagram.com/juliamirandalondono/
Julián David López Tenorio,Valle del Cauca,Partido de la U,julian.lopez@camara.gov.co,343B - 344B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4303 - 4309,https://www.facebook.com/julianlopezte?mibextid=LQQJ4d,https://twitter.com/julianlopezte?lang=es,,https://www.instagram.com/julianlopezte/?hl=es
Julián Peinado Ramírez,Antioquia,Partido Liberal,julian.peinado@camara.gov.co,607 - 608 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3640 - 3644,,,,
Juliana Aray Franco,Bolívar,Partido Conservador Colombiano,juliana.aray@camara.gov.co,209 - 210 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3290 - 3294,https://www.facebook.com/julianaarayfranco/,https://twitter.com/juliana_aray?lang=en,,https://www.instagram.com/julianaarayfranco/?hl=en
Julio César Triana Quintero,Huila,Cambio Radical,julio.triana@camara.gov.co,Sótano - Capitolio Nacional,+(57) (601) 8770720 Ext: 5152 - 5173,https://www.facebook.com/TrianaCongreso,https://twitter.com/trianacongreso?lang=gu,,https://www.instagram.com/trianacongreso/?hl=es-la
Julio Roberto Salazar Pérdomo,Cundinamarca,Partido Conservador Colombiano,julio.salazar@camara.gov.co,531 - 532 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3585,https://www.facebook.com/JulioRobertoSalazarP,https://twitter.com/JRobertoSalazar,,https://www.instagram.com/jrobertosalazarp
Karen Juliana López Salazar,Circ. Trans. Esp. de Paz (CITREP),Yo soy Urabá,karen.lopez@camara.gov.co,631 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3605,https://www.facebook.com/KarenJLopezS/,https://twitter.com/KarenJLopezS,,https://www.instagram.com/karenlopez.citrep16/
Karen Astrith Manrique Olarte,Circ. Trans. Esp. de Paz (CITREP),Asociación de Víctimas Intercultural y Regional,karen.manrique@camara.gov.co,619 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3611 - 3113,,,,
Karyme Adrana Cotes Martínez,Sucre,Partido Liberal,karyme.cotes@camara.gov.co,319B - 320B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3171 - 3172,https://www.facebook.com/KarymeCotes?mibextid=9R9pXO,https://twitter.com/coteskaryme,,https://instagram.com/karymecotes?igshid=MzRlODBiNWFlZA==
Kelyn Johana González Duarte,Magdalena,Partido Liberal,kelyn.gonzalez@camara.gov.co,Mezanine Sur 105 - Edificio Nuevo Congreso,+(57) (601) 8770720 Ext: 3113 - 3773,,,,
Leider Alexandra Vásquez Ochoa,Cundinamarca,Coalición Pacto Histórico,leider.vasquez@camara.gov.co,509 - 510 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3528 - 3529,,,,
Leonardo de Jesús Gallego Arroyave,Valle del Cauca,Partido Liberal,leonardo.gallego@camara.gov.co,Piso 2 - Capitolio Nacional,(57) (601) 3904050 Ext: 5322,https://www.facebook.com/leonardo.gallego.16,https://twitter.com/GallegoArroyave?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.instagram.com/lgarroyave/?igshid=YmMyMTA2M2Y%3D
Leonor María Palencia Vega,Circ. Trans. Esp. de Paz (CITREP),Asociación Agropecuaria de Mujeres Víctimas de Jericó,leonor.palencia@camara.gov.co,333B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3383,https://www.facebook.com/leonorpalenciav?mibextid=LQQJ4d,https://twitter.com/leonorpalenciav?s=21&t=yafYsUcPGpK-9pbHcEE6kg,,https://instagram.com/leonorpalenciav?igshid=MzRlODBiNWFlZA==
Leyla Marleny Rincón Trujillo,Huila,Coalición Pacto Histórico,leyla.rincon@camara.gov.co,Mezanine Norte Of 104 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3428,,,,
Lina María Garrido Martín,Arauca,Cambio Radical,lina.garrido@camara.gov.co,Sotano Norte Of 1 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3426,https://www.facebook.com/Linamariagarridooficial/,https://twitter.com/linamariagarri1,,https://www.instagram.com/linamariagarridooficial/?hl=es
Libardo Cruz Casado,Cesar,Partido Conservador Colombiano,libardo.cruz@camara.gov.co,Piso 3 Of 302 - Capitolio Nacional,+(57) (601) 8770720 Ext: 3303 - 3320,https://www.facebook.com/LibardoCruzCasado/,https://twitter.com/LibardoCruzC,,https://www.instagram.com/libardocruzc/?hl=es
Luis Alberto Albán Urbano,Valle del Cauca,Partido Comunes,luis.alban@camara.gov.co,208B  - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3830 - 3831,https://www.facebook.com/AlbanComunes,https://twitter.com/AlbanComunes,,https://www.instagram.com/AlbanComunes/
Luis Eduardo Díaz Mateus,Santander,Partido Conservador Colombiano,luise.diaz@camara.gov.co,346B - 347B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4307 - 4308,,,,
Luis Miguel López Aristizábal,Antioquia,Partido Conservador Colombiano,luis.lopez@camara.gov.co,615B - 616B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3655 - 3657,,,,
Luis Carlos Ochoa Tobón,Antioquia,Partido Liberal,luisc.ochoa@camara.gov.co,612 - 613 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3073 - 3074,https://www.facebook.com/LOchoaTobon?mibextid=LQQJ4d,https://twitter.com/lochoatobon?s=21&t=POndB-0M0hnhuLTFjH0RNw,,https://www.instagram.com/luiscarlosochoatobon/?igshid=NTc4MTIwNjQ2YQ%3D%3D
Luis Ramiro Ricardo Buelvas,Circ. Trans. Esp. de Paz (CITREP),Corporación Narrar Para Vivir,luis.ricardo@camara.gov.co,421B - 422B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3461 - 3462,https://www.facebook.com/luisramiro.ricardo?mibextid=2JQ9oc,https://x.com/luisramirorb?s=21&t=2_ufemHRvv-_DJgv2IThbQ,,https://instagram.com/luisramiroricardo?igshid=NzZlODBkYWE4Ng==
Luis David Súarez Chadid,Sucre,Partido Conservador Colombiano,luis.suarez@camara.gov.co,534B - 536B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3589 - 5396,https://www.facebook.com/profile.php?id=100076210403259,https://twitter.com/luisdavid1510,,https://www.instagram.com/luchosuarezchadid/?hl=es
Luvi Katherine Miranda Peña,Bogotá,Partido Alianza Verde,katherine.miranda@camara.gov.co,Piso 1 - Capitolio Nacional,+(57) (601) 8770720 Ext: 3071,https://www.facebook.com/mirandabogota,https://twitter.com/MirandaBogota,,https://www.instagram.com/mirandabogota/?hl=es-la
Luz Ayda Pastrana Loaiza,Huila,Cambio Radical,luz.pastrana@camara.gov.co,616 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3511 - 3512,https://www.facebook.com/luzaydapastrana?mibextid=ZbWKwL,https://x.com/luzpastrana?t=BynjqwkNP3xkW6Up09900g&s=09,,https://www.instagram.com/luzpastrana?igsh=MWY1N2J3YjZrbnoxYg==
Marelen Castillo Torres,"C.P. Art. 112, A.L. 02 de 2015 Art. 1 y Est. de Oposición Ley, 1909 de 2018 Art. 24",Ninguno,marelen.castillo@camara.gov.co,Sótano - Capitolio Nacional,+(57) (601) 8770720 Ext: 3054 - 3055,https://www.facebook.com/profile.php?id=100079741782967,https://twitter.com/CastilloMarelen,,https://www.instagram.com/dramarelencastillo/?hl=es-la
María Fernanda Carrascal Rojas,Bogotá,Coalición Pacto Histórico,maria.carrascal@camara.gov.co,628 - 630 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4044,https://www.facebook.com/MafeCarrascalR,https://twitter.com/MafeCarrascal,,https://www.instagram.com/mafecarrascalr/?hl=es
María Eugenia Lopera Monsalve,Antioquia,Partido Liberal,maria.lopera@camara.gov.co,535B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3401,https://www.facebook.com/MariaEugeniaLoperaM/,,,
María del Mar Pizarro García,Bogotá,Coalición Pacto Histórico,mariam.pizarro@camara.gov.co,528B - 529B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3425,https://www.facebook.com/MarPizarroG,https://twitter.com/delmarpizarro,https://www.youtube.com/@marpizarro6634,https://www.instagram.com/mariadelmarpizarro/?hl=es
Martha Lisbeth Alfonso Jurado,Tolima,Partido Alianza Verde,martha.alfonso@camara.gov.co,632 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3607 - 5160,https://www.facebook.com/MarthaAlfonsoJ?mibextid=ZbWKwL,https://x.com/MarthaAlfonsoJ?t=qGK7BRNtFLbF2WKU3Z4J5g&s=09,,https://instagram.com/marthaalfonsoj?igshid=MTk0NTkyODZkYg==
Mary Anne Andrea Perdomo,Santander,Coalición Pacto Histórico,mary.perdomo@camara.gov.co,605B - 606B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3576 - 5362,https://www.facebook.com/profile.php?id=100085682538312&mibextid=ZbWKwL,https://x.com/MaryannePHC?t=RZ9OTppfKVfnagqj3PBSnA&s=09,,https://instagram.com/maryanne.camara?igshid=MTNiYzNiMzkwZA==
Mauricio Parodi Díaz,Antioquia,Cambio Radical,mauricio.parodi@camara.gov.co,424 - 425 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3460 - 3466,,,,
Miguel Abraham Polo Polo,"Circ. Esp. Com. Afro, Raizales y Palenqueras",Consejo Comunitario Fernando Rios Hidalgo,miguel.polo@camara.gov.co,328 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4301 - 4311,https://www.facebook.com/MiguelAbrahamPOLOPOLO?mibextid=LQQJ4d,https://twitter.com/MiguelPoloP,,https://www.instagram.com/miguelpolopolo/?hl=es-la
Milene Jarava Díaz,Sucre,Partido de la U,milene.jarava@camara.gov.co,406B - 407B - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3621 - 3060,,,,
Modesto Enrique Aguilera Vides,Atlántico,Cambio Radical,modesto.aguilera@camara.gov.co,427 - 429 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3812 - 3813,https://www.facebook.com/ModestoAguileraVides?mibextid=LQQJ4d,https://twitter.com/aguileramodesto?s=21&t=HxCbQ64RxGAQ_a4XyiwAUw,,https://instagram.com/modestoaguilera?igshid=OGQ5ZDc2ODk2ZA==
Mónica Karina Bocanegra Pantoja,Amazonas,Partido Liberal,monica.bocanegra@camara.gov.co,401 - 402 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3416,https://www.facebook.com/profile.php?id=100063623123587,https://twitter.com/MnicaKarin27207?t=kBmQGE2zKeKHYGbQ1lh_ag&s=09,,https://instagram.com/karinabocanegrap?igshid=OGQ5ZDc2ODk2ZA==
Nestor Leonardo Rico Rico,Cundinamarca,Cambio Radical,nestor.rico@camara.gov.co,Piso 3 - Capitolio Nacional ,+(57) (601) 8770720 Ext: 5348 - 5349,,,,
Nicolás Antonio Barguil Cubillos,Córdoba,Partido Conservador Colombiano,nicolas.barguil@camara.gov.co,304 - 305 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3818 - 3819,https://www.facebook.com/nicolas.barguil?mibextid=LQQJ4d,https://x.com/nicolasbarguil?s=21,,https://instagram.com/nicolasbarguil?igshid=MzRlODBiNWFlZA==
Norman David Bañol Álvarez,Circ. Esp. Indígenas,Movimiento Alternativo Indígena y Social,norman.banol@camara.gov.co,513B - 514B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3549,,,,
Olga Beatriz González Correa,Tolima,Partido Liberal,olga.gonzalez@camara.gov.co,219B - 220B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3278 - 3279,https://www.facebook.com/OlgaBGonzalezC?mibextid=LQQJ4d,https://twitter.com/OlgaBGonzalezC,,https://www.instagram.com/olgabgonzalezc/
Olga Lucia Velásquez Nieto,Bogotá,Partido Alianza Verde,olga.velasquez@camara.gov.co,440B - 442B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3494 - 3495,,,,
Olmes de Jesús Echeverría de la Rosa,Magdalena,Centro Democrático,olmes.echeverria@camara.gov.co,335B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4424 - 4425,https://www.facebook.com/holmes.echeverria.1?mibextid=LQQJ4d,https://twitter.com/holmesedr20?s=11&t=ztCXGh1nFr6R5Dsmgvvxmg,,https://instagram.com/holmesecheverria?igshid=NzAzN2Q1NTE=
Orlando Castillo Advincula,Circ. Trans. Esp. de Paz (CITREP),Consejo Comunitario del Río Naya,orlando.castillo@camara.gov.co,633 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3620 - 3782,https://www.facebook.com/tuvozesmicompromiso/,https://twitter.com/orlandocasti,,https://www.instagram.com/orlandocasti19771/?hl=es
Oscar Rodrigo Campo Hurtado,Cauca,Cambio Radical,oscar.campo@camara.gov.co,601B - 602B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3666 - 3667,https://www.facebook.com/oscarcampocauca/,https://twitter.com/1oscarcampo?lang=es,,https://www.instagram.com/oscarcampoh/
Óscar Darío Pérez Pineda,Antioquia,Centro Democrático,oscar.perez@camara.gov.co,601 - 602 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3628 - 3631   ,https://www.facebook.com/oscar.perezpineda,,,
Oscar Hernán Sánchez León,Cundinamarca,Partido Liberal,oscar.sanchez@camara.gov.co,Mezanine Sur Of 103 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3153,https://www.facebook.com/Oscar-S%C3%A1nchez-Le%C3%B3n-Su-Voz-125425214733699/,https://twitter.com/@16oscarsanchez,,
Oscar Leonardo Villamizar Meneses,Santander,Centro Democrático,oscar.villamizar@camara.gov.co,Piso 3 - Capitolio Nacional,+(57) (601) 8770720 Ext: 5337 - 5361,https://www.facebook.com/OscarVillamiz,https://twitter.com/OscarVillamiz?t=d6o-j3nBP0dkTOUZxZWCgw&s=08,https://www.youtube.com/channel/UC667hbE4UfFJVVSFOILx1kw,https://instagram.com/oscarvillamiz?igshid=YmMyMTA2M2Y=
Pedro Baracutao García Ospina,Antioquia,Partido Comunes,pedro.garcia@camara.gov.co,341B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4402 - 4403,,,,
Pedro José Súarez Vacca,Boyacá,Coalición Pacto Histórico,pedro.suarez@camara.gov.co,330B - 331B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3291 - 3292,https://www.facebook.com/suarezvacca/,https://twitter.com/suarezvacca,,https://www.instagram.com/suarezvacca/?hl=es-la
Piedad Correal Rubiano,Quindío,Partido Liberal,piedad.correal@camara.gov.co,225B - 226B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 4206 - 4207,https://www.facebook.com/CorrealRPiedad/,https://twitter.com/piedadcorrealru?lang=es,,https://www.instagram.com/piedadcorrealrepresentante/
Ruth Amelia Caycedo Rosero,Nariño,Partido Conservador Colombiano,ruth.caycedo@camara.gov.co,306 - 307 - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 4486 - 4487,,,,https://instagram.com/ruthcdeenriquez?igshid=YmMyMTA2M2Y=
